reference_num,organization,address,classification,start_date,end_date,status,remarks,category
4421,TABUNG KEBAJIKAN DAN PENDIDIKAN YAYASAN KESATUAN GURU-GURU MELAYU KELANTAN,"NO. 4948, TGKT. 3BANGUNAN KGMKJALAN TOK HAKIM 15000 KOTA BHARU KELANTAN",TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1996-11-01,2008-05-02,revoked,,Welfare/Social Services
4426,TABUNG KEBAJIKAN DAN PENDIDIKAN YAYASAN ISLAM PERLIS,"B 10, JALAN PENGKALAN ASAM 01000 KANGAR PERLIS",TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1996-12-01,2021-12-31,rejected,,Religious Organizations
4428,THE PENANG AND PROVINCE WELLESLEY SILVER JUBILEE FUND,RUMAH ORANG TUA JUBILEE PERAKJALAN SUNGAI DUA 11700 PULAU PINANG,TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),2002-06-01,2025-12-31,rejected,,Healthcare/Medical
4428,THE PENANG AND PROVINCE WELLESLEY SILVER JUBILEE FUND,RUMAH ORANG TUA JUBILEE PERAKJALAN SUNGAI DUA 11700 PULAU PINANG,TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),2026-01-01,2035-12-31,approved,,Healthcare/Medical
4295,NATIONAL HEART ASSOCIATION RESEARCH & EDUCATION TRUST,INSTITUT JANTUNG NEGARA145 JALAN TUN RAZAK 50400 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,2026-01-01,2030-12-31,approved,,Educational
4307,RUMAH CHESHIRE JOHOR,"JALAN JUMAAT, KG. UNGKU MOHSIN 80350 JOHOR BAHRU JOHOR",INSTITUSI/ORGANISASI,1995-08-01,2025-12-31,rejected,,Others
4308,"YAYASAN KERJA AMAL KELAB ROTARY BUKIT BINTANG, KUALA LUMPUR","LOT 115, MEZZANINE FLOORPARKROYALKUALA LUMPURJALAN SULTAN ISMAIL 50250 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1996-05-01,2025-12-31,rejected,,Welfare/Social Services
4312,INSTITUT TENGKU AMPUAN AFZAN,"15, JALAN RUDESA PAHLAWAN 55000 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1995-10-17,2024-12-31,rejected,,Research/Academic
4315,YAYASAN AN-NUR,"NO. 2, JALAN 1/7E 43650 BANDAR BARU BANGI SELANGOR",INSTITUSI/ORGANISASI,1996-01-01,2021-12-31,rejected,,Religious Organizations
4318,IFNGO MALAYSIAN TRUST FUND FOR PREVENTION OF DRUG AND SUBSTANCE ABUSE,"C/O PRICE WATERHOUSEP.O. BOX 10192, 50706 KUALA LUMPUR WP KUALA LUMPUR",LAIN-LAIN TABUNG,1995-10-01,2025-12-31,rejected,,Others
4321,YAYASAN TUNKU NAQUIYUDDIN,"WISMA PESAKA ANTAHNO 6, JALAN 13/6 4620 PETALING JAYA SELANGOR",INSTITUSI/ORGANISASI,1995-11-01,2025-12-31,rejected,,Religious Organizations
4321,YAYASAN TUNKU NAQUIYUDDIN,WISMA PESAKA ANTAHNO 6 JALAN 13/6 46200 PETALING JAYA SELANGOR,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Religious Organizations
4322,YAPI SCHOLARSHIP FUND,"D/A SYED MUBARAK & CO.LOT 5.3, 5TH FLOOR, WISMA SHEN149, JALAN MASJID INDIA 50100 KUALA LUMPUR. WP KUALA LUMPUR",TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1997-12-01,2021-12-31,rejected,,Educational
4323,"PERSATUAN MASYARAKAT PENYAYANG DAERAH SABAK BERNAM, SELANGOR","2260, LORONG SIAKAPTAMAN SETIA JAYA 45300 SUNGAI BESAR SELANGOR",INSTITUSI/ORGANISASI,1996-06-01,2021-12-31,rejected,,Welfare/Social Services
4329,TABUNG BIASISWA PEMENANG PERSATUAN MELAYU PULAU PINANG,"BANGUNAN PEMENANGNO. 60, JALAN PEMENANG 10250 PULAU PINANG",LAIN-LAIN TABUNG,1996-05-01,2024-12-31,rejected,,Educational
4341,TABUNG PENDIDIKAN DAN KEBAJIKAN YAYASAN ALOR GAJAH,"TINGKAT 3, WISMA UMNO ALOR GAJAH 78000 ALOR GAJAH MELAKA",INSTITUSI/ORGANISASI,1996-05-01,2023-12-31,rejected,,Welfare/Social Services
4343,JACTIM FOUNDATION,"SUITE 6.01, 6TH FLOOR, MILLENNIUM OFFICE BLOCK,PETI # 4, 160, JALAN BUKIT BINTANG 55100 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1996-04-01,2025-12-31,rejected,,Others
4343,JACTIM FOUNDATION,"SUITE 6.01, 6TH FLOORMILLENNIUM OFFICE BLOCKPETI # 4, 160, JALAN BUKIT BINTANG 55100 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Others
4348,YAYASAN ARTHRITIS MALAYSIA (ARTHRITIS FOUNDATION MALAYSIA),"C/O SUNWAY MEDICAL CENTRENO. 5, JLN SUNWAY LAGOON SELATANBANDAR SUNWAY 46150 PETALING JAYA SELANGOR",INSTITUSI/ORGANISASI,2001-03-01,2025-12-31,rejected,,Healthcare/Medical
4351,PUSAT PERLINDUNGAN WANITA DAR ASSAADAH,"KOMPLEKS DAR ASSAADAHKAMPUNG DELIMAJALAN JAMBU LAUTBATU 5, JALAN IPOH, 52000 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1995-12-01,2022-12-31,rejected,,Children/Youth
4356,YAYASAN HARAPAN,"NO. 10, JALAN JELATEK 2JELATEK BUSINESS PARK 54200 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1996-05-01,2022-12-31,rejected,,Others
4357,AKADEMI SAINS MALAYSIA,"LEVEL 20, WEST WING MATRADE TOWERJALAN SULTAN HAJI AHMAD SHAHOFF JALAN TUANKU ABDUL HALIM 50480 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1995-12-01,2020-12-31,rejected,,Educational
4359,IJN FOUNDATION,LEVEL 13A BANGUNAN YAYASAN SELANGORJALAN RAJA MUDA ABDUL AZIZKAMPUNG BARU 50300 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,1997-02-01,2025-12-31,rejected,,Healthcare/Medical
4359,IJN FOUNDATION,"LEVEL 13A, BANGUNAN YAYASAN SELANGORJALAN RAJA MUDA ABDUL AZIZKAMPUNG BARU 50300 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Healthcare/Medical
4361,BADAN AMAL TENAGA ISTERI WAKIL-WAKIL RAKYAT NEGERI JOHOR (JUITA),"TINGKAT 3, PUSAT PERLINDUNGAN KANAK-KANAKBANGUNAN SINAR JUITAJALAN MARIAMAH OFF JALAN PETRI 80100 JOHOR BAHRU JOHOR",INSTITUSI/ORGANISASI,1995-12-01,2025-12-31,rejected,,Welfare/Social Services
4364,MAKTAB PERGURUAN PERSEKUTUAN PULAU PINANG,11700 JELUTONG PULAU PINANG,INSTITUSI/ORGANISASI,1996-01-01,2021-12-31,rejected,,Educational
4366,TABUNG KEBAJIKAN DAN PENDIDIKAN YAYASAN AL-KHAIRIAH,"LOT 393, PANGSAPURI KENALIJALAN RAJA PEREMPUAN ZAINAB II 16150 KUBANG KERIAN KELANTAN",TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1996-01-01,2025-12-31,rejected,,Welfare/Social Services
4366,TABUNG KEBAJIKAN DAN PENDIDIKAN YAYASAN AL-KHAIRIAH,"LOT 393, PANGSAPURI KENALIJALAN RAJA PEREMPUAN ZAINAB II 16150 KUBANG KERIAN KELANTAN",TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),2026-01-01,2035-12-31,approved,,Welfare/Social Services
4367,TABUNG KEBAJIKAN DAN PENDIDIKAN PERSATUAN BAGI ORANG-ORANG ISTIMEWA LABUAN,"LOT 98, JALAN RANCHA-RANCHA, TAMAN KIAN YAP 87000 LABUAN WP LABUAN",TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1996-05-01,2022-12-31,rejected,,Disability Services
3001,MALAYSIAN INSTITUTE OF DIRECTORS CHARITY TRUST FUND,D/A NO 116 TKT 3JALAN T.A.RAHMAN 50100 KUALA LUMPUR WP KUALA LUMPUR,TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1987-01-01,2021-12-31,rejected,,Research/Academic
3005,D & C BANK SCHOLARSHIP TRUST FUND,D/A D & C BANK BHD.MENARA TR161B JALAN AMPANGP.O. BOX 10145 50907 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,1984-07-05,2009-07-02,revoked,,Educational
3006,MAJLIS WANITA JOHOR (MAWAR) TABUNG KEBAJIKAN,"D/A AHMAD ABDULLAH & GOHSUITE 1705, MENARA LANDMARK12, JALAN NGEE HENG 80000 JOHOR BAHRU JOHOR",TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1987-11-27,2025-12-31,rejected,,Welfare/Social Services
3008,YAYASAN DATO SIA HER YAM,SUITE 8-06WISMA DATO SIA HER YAMJALAN ROS 85000 SEGAMAT JOHOR,INSTITUSI/ORGANISASI,1996-08-01,2025-12-31,rejected,,Others
3009,PERSATUAN ORANG YANG AMAT CACAT AKAL SELANGOR DAN WILAYAH PERSEKUTUAN (SSMH),"NO. 16, JALAN 21/11SEA PARK 46300 PETALING JAYA SELANGOR",INSTITUSI/ORGANISASI,2022-01-01,2026-12-31,approved,,Disability Services
3009,PERSATUAN ORANG YANG AMAT CACAT AKAL SELANGOR DAN WILAYAH PERSEKUTUAN (SOCIETY FOR THE SEVERELY MENTALLY HANDICAPPED SELANGOR AND FEDERAL TERRITORY),NO. 16 JALAN 21/11SEA PARK 46300 PETALING JAYA SELANGOR,INSTITUSI/ORGANISASI,1984-08-17,2021-12-31,rejected,,Disability Services
3011,JAWATANKUASA KEBAJIKAN BUDAK-BUDAK DAERAH BARAT DAYA PULAU PINANG,JALAN SUNGAI NIPAHBALIK PULAU 11000 PULAU PINANG,INSTITUSI/ORGANISASI,1984-01-01,2025-12-31,rejected,,Religious Organizations
3022,METHODIST EDUCATION FOUNDATION,"67, JALAN 5/31SECTION 5 46000 PETALING JAYA SELANGOR",INSTITUSI/ORGANISASI,1985-01-01,2025-12-31,rejected,,Educational
3022,METHODIST EDUCATION FOUNDATION,"67, JALAN 5/31SECTION 5 46000 PETALING JAYA SELANGOR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Educational
3023,PENANG TEOCHEW ASSOCIATION SCHOLARSHIP FUND,D/A 127 JLN CHULIA 10200 PULAU PINANG,TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1986-01-01,2025-12-31,rejected,,Educational
3040,BADAN AMAL TENAGA ISTERI-ISTERI SARAWAK (SEBATI),WISMA SABATILOT 8620 & 8621JALAN BAKO 93050 KUCHING SARAWAK,INSTITUSI/ORGANISASI,1984-10-25,2025-12-31,rejected,,Welfare/Social Services
3040,BADAN AMAL TENAGA ISTERI-ISTERI SARAWAK (SABATI),WISMA SABATILOT 8620 & 8621 JALAN BAKO 93050 KUCHING SARAWAK,INSTITUSI/ORGANISASI,2026-01-01,2030-12-31,approved,,Welfare/Social Services
3041,BADAN AMAL DAN USAHA ISTERI (BAIDURI) NEGERI PERAK,"314, JLN SULTAN IDRIS SHAH 30000 IPOH PERAK",INSTITUSI/ORGANISASI,1984-01-01,2025-12-31,rejected,,Welfare/Social Services
3042,YAYASAN PEMBANGUNAN PERDAGANGAN WILAYAH PERSEKUTUAN (TABUNG AMANAH KEBAJIKAN DAN PELAJARAN),"D/A DEWAN PERNIAGAAN & PERUSAHAAN, MELAYU MALAYSIACAWANGAN WILAYAH PERSEKUTUAN79A, KOMPLEKS DAMAIJALAN DATUK HJ EUSOFF 50400 KUALA LUMPUR WP KUALA LUMPUR",TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1985-05-17,2021-12-31,rejected,,Educational
3043,GOLDEN HOPE PLANTATIONS BHD. GP. S/SHIP SCHEME    -HARRISONS M'SIAN PLANTATION BHD GP. S/SHIP SCHEME,TETUAN ERNST & YOUNG TAX CONSULTANTS SDN BHDLEVEL 23A MENARA MILENIUMJALAN DAMANLELAPUSAT BANDAR DAMANSARA 50490 KUALA LUMPUR. WP KUALA LUMPUR,INSTITUSI/ORGANISASI,1986-04-01,2011-07-21,revoked,,Others
3054,PERSATUAN WANITA UNIVERSITI KEBANGSAAN MALAYSIA (TABUNG KEBAJIKAN DAN PELAJARAN),D/A PERPUSTAKAAN TUN SERI LANANGUNIVERSITI KEBANGSAAN MALAYSIA 43600 UKM Bangi SELANGOR,TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1985-01-08,2025-12-31,rejected,,Educational
3054,PERSATUAN WANITA UNIVERSITI KEBANGSAAN MALAYSIA (TABUNG KEBAJIKAN DAN PELAJARAN),D/A PERPUSTAKAAN TUN SERI LANANGUNIVERSITI KEBANGSAAN MALAYSIA 43600 UKM BANGI SELANGOR,TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),2026-01-01,2035-12-31,approved,,Educational
3057,MAJLIS KEBAJIKAN PELAJARAN BESUT TRENGGANU,JALAN KAMPUNG PENGKALAN NYIRIH-KAMPUNG GONG NANGKAKAMPUNG RAJA 22200 BESUT TERENGGANU,INSTITUSI/ORGANISASI,1996-02-01,2025-12-31,rejected,,Educational
3062,BADAN AMAL & KEBAJIKAN ISTERI-ISTERI SELANGOR (BALKIS),"D/A PEJABAT MENTERI BESAR SELANGORTINGKAT 21, BANGUNAN SULTAN SALAHUDDIN ABDUL AZIZ SHAH 40503 SHAH ALAM SELANGOR",INSTITUSI/ORGANISASI,1985-05-17,2022-01-01,rejected,,Welfare/Social Services
3064,TABUNG KEBAJIKAN DAN PELAJARAN YAYASAN PELAJARAN JOHOR,"NO. 15, BANGUNAN YPJJALAN NURI, LARKIN JAYAKG DATO’ ONN JAAFAR KARUNG BERKUNCI 711 80990 JOHOR BAHRU JOHOR",TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1985-05-30,2025-12-31,rejected,,Educational
3065,"CHILD INFORMATION, LEARNING & DEVELOPMENT CENTRE","23, FIRST FLOORJALAN 15/48AOFF JALAN SENTUL 51000 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1984-12-10,2025-12-31,rejected,,Children/Youth
3065,"CHILD INFORMATION, LEARNING & DEVELOPMENT CENTRE",23 FIRST FLOORJALAN 15/48A OFF JALAN SENTUL 51000 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Children/Youth
3069,EDU FOUNDATION,"D/A TKT 11, WISMA PENDIDIKANJLN BALAI POLISMASJID LAMAP.O. BOX 11421 88815 KOTA KINABALU SABAH",INSTITUSI/ORGANISASI,1985-10-17,2007-10-25,revoked,,Educational
3072,PERSATUAN BANTUAN KHAS PERUBATAN PERAK,"D/A LEMBAGA HASIL DALAM NEGERI MALAYSIAMENARA HASILNO. 128, JALAN TAMBUN 30906 IPOH PERAK",INSTITUSI/ORGANISASI,1985-02-04,2020-12-31,rejected,,Welfare/Social Services
3073,THE KUALA LUMPUR WORLD RED SWASTIKA SOCIETY CHARITY FOUNDATION,"NO. 65, KAMPONG DOLLAHOFF JALAN PUDU, 55100 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1985-01-01,2009-07-02,revoked,,Welfare/Social Services
8595,"TABUNG PEMBINAAN SJKC CHUNG HUA BATU 4 ½, PENRISSEN, KUCHING, SARAWAK","LEMBAGA PENGURUSAN SEKOLAHSJKC CHUNG HUABATU 4 ½, JALAN DATUK AMAR KALONG NINGKAN 93250 KUCHING SARAWAK",TABUNG PEMBINAAN SEKOLAH (TPBS),2021-01-01,2023-12-31,rejected,,Educational
8596,PERTUBUHAN PROGRAM CERIA AL-I'TISAM,17 JALAN OPERA D U2/DSEKSYEN U2TAMAN TTDI JAYA 40150 SHAH ALAM SELANGOR,INSTITUSI/ORGANISASI,2021-01-01,2025-12-31,rejected,,Religious Organizations
8596,PERTUBUHAN PROGRAM CERIA AL-I'TISAM,17 JALAN OPERA D U2/DSEKSYEN U2TAMAN TTDI JAYA 40150 SHAH ALAM SELANGOR,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Religious Organizations
8597,PERSATUAN KESIHATAN REPRODUKTIF NEGERI PAHANG,"B-1582 TINGKAT ATAS, JALAN BESERAH 25300 KUANTAN PAHANG",INSTITUSI/ORGANISASI,1988-01-01,2024-12-31,rejected,,Healthcare/Medical
8597,PERSATUAN KESIHATAN REPRODUKTIF NEGERI PAHANG,"NO. B-1582, TINGKAT ATASJALAN BESERAH 25300 KUANTAN PAHANG",INSTITUSI/ORGANISASI,2025-01-01,2029-12-31,approved,,Healthcare/Medical
8598,PERSATUAN PERKEMBANGAN KESIHATAN KELUARGA NEGERI PULAU PINANG,333 JALAN PERAK 11600 GEORGETOWN PULAU PINANG,INSTITUSI/ORGANISASI,2025-01-01,2027-12-31,approved,,Healthcare/Medical
8598,PERSATUAN PERKEMBANGAN KESIHATAN KELUARGA PULAU PINANG,333 JALAN PERAK 11600 GEORGETOWN PULAU PINANG,INSTITUSI/ORGANISASI,1988-01-01,2024-12-31,rejected,,Healthcare/Medical
8599,PERSATUAN PERANCANGAN KELUARGA TERENGGANU,12G JALAN ENGKU PENGIRAN ANOM 2 20300 KUALA TERENGGANU TERENGGANU,INSTITUSI/ORGANISASI,1988-01-01,2024-12-31,rejected,,Others
8600,PERSATUAN PERANCANGAN KELUARGA SARAWAK,P. O. BOX 1819 93736 KUCHING SARAWAK,INSTITUSI/ORGANISASI,2025-01-01,2029-12-31,approved,,Welfare/Social Services
8600,PERSATUAN PERANCANGAN KELUARGA SARAWAK,JALAN P. RAMLEE 93400 KUCHING SARAWAK,INSTITUSI/ORGANISASI,1988-01-01,2024-12-31,rejected,,Others
8601,PERSATUAN PERANCANGAN KELUARGA NEGERI SEMBILAN,3 JALAN DR KRISHNAN 70000 SEREMBAN NEGERI SEMBILAN,INSTITUSI/ORGANISASI,1988-01-01,2024-12-31,rejected,,Others
8602,PERSATUAN KESIHATAN REPRODUKTIF MELAKA,2A-3 1ST FLOOR & 2-2 GROUND FLOORDEWAN HANG TUAHJALAN HANG TUAH 75300 MELAKA MELAKA,INSTITUSI/ORGANISASI,2025-01-01,2029-12-31,approved,,Healthcare/Medical
8602,PERSATUAN PERANCANGAN KELUARGA MELAKA,"2A-3, 1ST FLOORDEWAN HANG TUAHJALAN HANG TUAH 75300 MELAKA",INSTITUSI/ORGANISASI,2024-12-31,2024-12-31,rejected,,Others
8603,PERSATUAN KESIHATAN KELUARGA KEDAH,"NO. 2, JALAN KAMPUNG BARU 05000 ALOR SETAR KEDAH",INSTITUSI/ORGANISASI,2025-01-01,2027-12-31,approved,,Healthcare/Medical
8603,"PERSATUAN PERANCANGAN KELUARGA, KEDAH (DAHULU DIKENALI SEBAGAI PERSATUAN KESIHATAN KELUARGA KEDAH)","NO. 2, KAMPUNG BARU 05000 ALOR STAR KEDAH",INSTITUSI/ORGANISASI,1988-01-01,2024-12-31,rejected,,Healthcare/Medical
8604,PERSATUAN PERANCANGAN KELUARGA JOHOR,"10-A, JALAN ABIAD SATU,TAMAN PELANGI 80400 JOHOR BAHRU JOHOR",INSTITUSI/ORGANISASI,1988-01-01,2024-12-31,rejected,,Others
8605,PERSATUAN KESIHATAN REPRODUKTIF KELANTAN,"4261-F, JALAN KEBUN SULTANP.O. BOX 30 15350 KOTA BHARU KELANTAN",INSTITUSI/ORGANISASI,2025-01-01,2029-12-31,approved,,Healthcare/Medical
8605,PERSATUAN KESIHATAN REPRODUKTIF KELANTAN,4261-F JALAN KEBUN SULTAN 15350 KOTA BHARU KELANTAN,INSTITUSI/ORGANISASI,1988-01-01,2024-12-31,rejected,,Healthcare/Medical
8606,PERSATUAN PERANCANGAN KELUARGA PERLIS,140 PERSIARAN JUBLI EMAS 01000 KANGAR PERLIS,INSTITUSI/ORGANISASI,1988-01-01,2024-12-31,rejected,,Others
8607,PERTUBUHAN KEBAJIKAN ANAK YATIM TASAWWUR ISLAM PERAK,"NO. 3 JALAN MAWAR 1, TAMAN SELINSING MAWAR 34400 SEMANGGOL PERAK",INSTITUSI/ORGANISASI,2022-01-01,2026-12-31,approved,,Religious Organizations
8608,PERTUBUHAN PROJEK VARIOM MANUSIA NOD MALAYSIA,PUSAT PENGAJIAN SAINS PERUBATANUNIVERSITI SAINS MALAYSIAKAMPUS KESIHATAN 16150 KUBANG KERIAN KELANTAN,INSTITUSI/ORGANISASI,2020-10-01,2025-09-30,rejected,,Others
8610,PERTUBUHAN PEMULIHAN DALAM KOMUNITI KIU,"24, JALAN PERKASA 3TAMAN MALURI 55100 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2020-11-01,2025-10-31,rejected,,Disability Services
8611,PERTUBUHAN PEMULIHAN DALAM KOMUNITI SELAYANG (PDK SELAYANG),"NO. 19, JALAN 3/2TAMAN SELAYANG MUTIARA 68100 BATU CAVES SELANGOR",INSTITUSI/ORGANISASI,2020-12-01,2025-11-30,rejected,,Disability Services
8613,PERTUBUHAN PEMULIHAN DALAM KOMUNITI NUR EHSAN,"JB 9591, TAMAN PULAI PERMAI 77300 MERLIMAU MELAKA",INSTITUSI/ORGANISASI,2021-01-01,2025-12-31,rejected,,Disability Services
8613,PERTUBUHAN PEMULIHAN DALAM KOMUNITI NUR EHSAN,"JB 9591, TAMAN PULAI PERMAI 77300 MERLIMAU MELAKA",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Disability Services
8062,"TABUNG PENGURUSAN RUMAH IBADAT (TPRI) SURAU NURUDDIN D'KAYANGAN, SEKSYEN 13 SHAH ALAM","NO. 1, JALAN AKUATIK 13/65D'KAYANGAN 40100 SHAH ALAM SELANGOR",TABUNG PENGURUSAN RUMAH IBADAT (TPRI),2026-01-01,2035-12-31,approved,,Religious Organizations
8063,TABUNG KEBAJIKAN DAN PENDIDIKAN MYFUNDACTION,"SH-G-26PANGSAPURI PERKHIDMATAN KNOX WAWASANJALAN SUNGAI BURUNG 32/68BUKIT RIMAU, SEKSYEN 32 40460 SHAH ALAM SELANGOR",TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),2021-01-01,2025-12-31,rejected,,Welfare/Social Services
8063,TABUNG KEBAJIKAN DAN PENDIDIKAN MYFUNDACTION,"SH-G-26PANGSAPURI PERKHIDMATAN KNOX WAWASANJALAN SUNGAI BURUNG 32/68BUKIT RIMAU, SEKSYEN 32 40460 SHAH ALAM SELANGOR",TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),2026-01-01,2035-12-31,approved,,Welfare/Social Services
8064,THE TRUSTEES OF JCKL CHARITABLE FOUNDATION REGISTERED,"NO. 2, JALAN 1/86, OFF JALAN TAMAN SEPUTEH 58000 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2022-01-01,2026-12-31,approved,,Welfare/Social Services
8064,THE TRUSTEES OF JCKL CHARITABLE FOUNDATION REGISTERED,"NO. 2, JALAN 1/86, OFF JALAN TAMAN SEPUTEH 58000 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2017-01-01,2021-12-31,rejected,,Welfare/Social Services
8065,"TABUNG PEMBINAAN DEWAN SEKOLAH MENENGAH SHEN JAI, IPOH, PERAK",SEKOLAH MENENGAH SHEN JAILOT NO 6452 & 8225MUKIM SG. RAJA DAERAH KINTAOFF JALAN GOPENG 31300 Ipoh PERAK,TABUNG PEMBINAAN SEKOLAH (TPBS),2015-11-01,2016-10-31,rejected,,Educational
8070,YAYASAN MRCB,"LEVEL 33A, MENARA NU 2NO. 203, JALAN TUN SAMBANTHANKUALA LUMPUR SENTRAL 50470 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2024-09-01,2028-12-31,approved,,Corporate Foundations
8070,YAYASAN MRCB,"LEVEL 33A, MENARA NU 2NO. 203, JALAN TUN SAMBATHANKUALA LUMPUR SENTRAL 50470 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2021-09-01,2024-08-31,rejected,,Corporate Foundations
8070,YAYASAN MRCB,"LEVEL 33A, MENARA NU 2NO. 203, JALAN TUN SAMBATHANKUALA LUMPUR SENTRAL 50470 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2016-09-01,2021-08-31,rejected,,Corporate Foundations
8071,"TABUNG PEMBINAAN GURDWARA SAHIB SUBANG, SELANGOR","PERSATUAN SIKH SUBANG, SELANGORNO. 31, JALAN USJ HEIGHTS 6/1C 47610 Subang Jaya SELANGOR",TABUNG PEMBINAAN RUMAH IBADAT (TPBRI),2016-03-15,2018-03-14,rejected,,Religious Organizations
8072,GOOD SHEPHERD SERVICES,C/O VILLAMARIA GOOD SHEPHERDLORONG SETIABISTARI 2MEDAN DAMANSARA 50490 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,2023-06-01,2028-05-31,approved,,Religious Organizations
8072,GOOD SHEPHERD SERVICES,VILLAMARIA GOOD SHEPHERDLORONG SETIABISTARI 2MEDAN DAMANSARA 50490 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,2018-06-01,2023-05-31,rejected,,Religious Organizations
8078,PERSATUAN BANTUAN PERUBATAN MAZDA (MAZDA MEDICARE FUND),"NO. 7, JALAN PELUKIS U1/46TEMASYA INDUSTRIAL PARKSEKSYEN U1 40150 SHAH ALAM SELANGOR",INSTITUSI/ORGANISASI,2021-07-01,2026-06-30,approved,,Healthcare/Medical
8078,PERSATUAN BANTUAN PERUBATAN MAZDA (MAZDA MEDICARE FUND),"NO. 7, JALAN PELUKIS U1/46TEMASYA INDUSTRIAL PARKSEKSYEN U1 40150 SHAH ALAM SELANGOR",INSTITUSI/ORGANISASI,2016-07-01,2021-06-30,rejected,,Healthcare/Medical
8079,PERSATUAN KEBAJIKAN MENYENTUH HATI KUALA LUMPUR & SELANGOR,"94, JALAN TERASEK 1BANGSAR BARU 59100 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2024-04-01,2029-03-31,approved,,Welfare/Social Services
8079,PERSATUAN KEBAJIKAN MENYENTUH HATI KUALA LUMPUR DAN SELANGOR,"148-1-9, VILLA FLORA APARTMENTJALAN BURHANUDDIN HELMITAMAN TUN DR. ISMAIL 60000 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2019-04-01,2024-03-31,rejected,,Welfare/Social Services
8080,"TABUNG PENGURUSAN RUMAH IBADAT (TPRI) MASJID AL-KHAIRIYAH TAMAN SERI GOMBAK, SELANGOR",MASJID AL-KHAIRIYAHJALAN SG 7/1TAMAN SERI GOMBAK 68100 BATU CAVES SELANGOR,TABUNG PENGURUSAN RUMAH IBADAT (TPRI),2016-03-01,2025-12-31,rejected,,Religious Organizations
8080,"TABUNG PENGURUSAN RUMAH IBADAT (TPRI) MASJID AL-KHAIRIYAH TAMAN SERI GOMBAK, SELANGOR",MASJID AL-KHAIRIYAHJALAN SG 7/1TAMAN SERI GOMBAK 68100 BATU CAVES SELANGOR,TABUNG PENGURUSAN RUMAH IBADAT (TPRI),2026-01-01,2035-12-31,approved,,Religious Organizations
